index,store,product,sales,date,level_0,invoice_total,invoice_totalTip,invoice_address_city,invoice_deleted_at,customerCategory_id,tableArea_id,address.company,address.city,item_product_discountable,item_product_pricePerUnit,item_retour,item_expirationDate,item_price,item_lineDiscountGross,item_invoiceDiscountGross,item_discountable,paymentMethod_id_x,productgroup_name,user_name,table_name,days.year,days.month,days.day,days.week,days.weekday,days.season,days.is_holiday,days.holiday_name,days.is_weekend,days.is_free_day,days.is_shops_closed,days.COUNT(sales),days.MAX(sales.address.city),days.MAX(sales.address.company),days.MAX(sales.customerCategory_id),days.MAX(sales.invoice_address_city),days.MAX(sales.invoice_deleted_at),days.MAX(sales.invoice_total),days.MAX(sales.invoice_totalTip),days.MAX(sales.item_discountable),days.MAX(sales.item_expirationDate),days.MAX(sales.item_invoiceDiscountGross),days.MAX(sales.item_lineDiscountGross),days.MAX(sales.item_price),days.MAX(sales.item_product_discountable),days.MAX(sales.item_product_pricePerUnit),days.MAX(sales.item_retour),days.MAX(sales.level_0),days.MAX(sales.sales),days.MAX(sales.store),days.MEAN(sales.address.city),days.MEAN(sales.address.company),days.MEAN(sales.customerCategory_id),days.MEAN(sales.invoice_address_city),days.MEAN(sales.invoice_deleted_at),days.MEAN(sales.invoice_total),days.MEAN(sales.invoice_totalTip),days.MEAN(sales.item_discountable),days.MEAN(sales.item_expirationDate),days.MEAN(sales.item_invoiceDiscountGross),days.MEAN(sales.item_lineDiscountGross),days.MEAN(sales.item_price),days.MEAN(sales.item_product_discountable),days.MEAN(sales.item_product_pricePerUnit),days.MEAN(sales.item_retour),days.MEAN(sales.level_0),days.MEAN(sales.sales),days.MEAN(sales.store),days.MIN(sales.address.city),days.MIN(sales.address.company),days.MIN(sales.customerCategory_id),days.MIN(sales.invoice_address_city),days.MIN(sales.invoice_deleted_at),days.MIN(sales.invoice_total),days.MIN(sales.invoice_totalTip),days.MIN(sales.item_discountable),days.MIN(sales.item_expirationDate),days.MIN(sales.item_invoiceDiscountGross),days.MIN(sales.item_lineDiscountGross),days.MIN(sales.item_price),days.MIN(sales.item_product_discountable),days.MIN(sales.item_product_pricePerUnit),days.MIN(sales.item_retour),days.MIN(sales.level_0),days.MIN(sales.sales),days.MIN(sales.store),days.MODE(sales.paymentMethod_id_x),days.MODE(sales.product),days.MODE(sales.productgroup_name),days.MODE(sales.tableArea_id),days.MODE(sales.table_name),days.MODE(sales.user_name),days.NUM_UNIQUE(sales.paymentMethod_id_x),days.NUM_UNIQUE(sales.product),days.NUM_UNIQUE(sales.productgroup_name),days.NUM_UNIQUE(sales.tableArea_id),days.NUM_UNIQUE(sales.table_name),days.NUM_UNIQUE(sales.user_name),days.SKEW(sales.address.city),days.SKEW(sales.address.company),days.SKEW(sales.customerCategory_id),days.SKEW(sales.invoice_address_city),days.SKEW(sales.invoice_deleted_at),days.SKEW(sales.invoice_total),days.SKEW(sales.invoice_totalTip),days.SKEW(sales.item_discountable),days.SKEW(sales.item_expirationDate),days.SKEW(sales.item_invoiceDiscountGross),days.SKEW(sales.item_lineDiscountGross),days.SKEW(sales.item_price),days.SKEW(sales.item_product_discountable),days.SKEW(sales.item_product_pricePerUnit),days.SKEW(sales.item_retour),days.SKEW(sales.level_0),days.SKEW(sales.sales),days.SKEW(sales.store),days.STD(sales.address.city),days.STD(sales.address.company),days.STD(sales.customerCategory_id),days.STD(sales.invoice_address_city),days.STD(sales.invoice_deleted_at),days.STD(sales.invoice_total),days.STD(sales.invoice_totalTip),days.STD(sales.item_discountable),days.STD(sales.item_expirationDate),days.STD(sales.item_invoiceDiscountGross),days.STD(sales.item_lineDiscountGross),days.STD(sales.item_price),days.STD(sales.item_product_discountable),days.STD(sales.item_product_pricePerUnit),days.STD(sales.item_retour),days.STD(sales.level_0),days.STD(sales.sales),days.STD(sales.store),days.SUM(sales.address.city),days.SUM(sales.address.company),days.SUM(sales.customerCategory_id),days.SUM(sales.invoice_address_city),days.SUM(sales.invoice_deleted_at),days.SUM(sales.invoice_total),days.SUM(sales.invoice_totalTip),days.SUM(sales.item_discountable),days.SUM(sales.item_expirationDate),days.SUM(sales.item_invoiceDiscountGross),days.SUM(sales.item_lineDiscountGross),days.SUM(sales.item_price),days.SUM(sales.item_product_discountable),days.SUM(sales.item_product_pricePerUnit),days.SUM(sales.item_retour),days.SUM(sales.level_0),days.SUM(sales.sales),days.SUM(sales.store),days.COUNT(weather),days.MAX(weather.Cloud Cover),days.MAX(weather.Heat Index),days.MAX(weather.Maximum Temperature),days.MAX(weather.Minimum Temperature),days.MAX(weather.Precipitation),days.MAX(weather.Relative Humidity),days.MAX(weather.Snow Depth),days.MAX(weather.Temperature),days.MAX(weather.Wind Chill),days.MAX(weather.Wind Direction),days.MAX(weather.Wind Gust),days.MAX(weather.Wind Speed),days.MEAN(weather.Cloud Cover),days.MEAN(weather.Heat Index),days.MEAN(weather.Maximum Temperature),days.MEAN(weather.Minimum Temperature),days.MEAN(weather.Precipitation),days.MEAN(weather.Relative Humidity),days.MEAN(weather.Snow Depth),days.MEAN(weather.Temperature),days.MEAN(weather.Wind Chill),days.MEAN(weather.Wind Direction),days.MEAN(weather.Wind Gust),days.MEAN(weather.Wind Speed),days.MIN(weather.Cloud Cover),days.MIN(weather.Heat Index),days.MIN(weather.Maximum Temperature),days.MIN(weather.Minimum Temperature),days.MIN(weather.Precipitation),days.MIN(weather.Relative Humidity),days.MIN(weather.Snow Depth),days.MIN(weather.Temperature),days.MIN(weather.Wind Chill),days.MIN(weather.Wind Direction),days.MIN(weather.Wind Gust),days.MIN(weather.Wind Speed),days.SKEW(weather.Cloud Cover),days.SKEW(weather.Heat Index),days.SKEW(weather.Maximum Temperature),days.SKEW(weather.Minimum Temperature),days.SKEW(weather.Precipitation),days.SKEW(weather.Relative Humidity),days.SKEW(weather.Snow Depth),days.SKEW(weather.Temperature),days.SKEW(weather.Wind Chill),days.SKEW(weather.Wind Direction),days.SKEW(weather.Wind Gust),days.SKEW(weather.Wind Speed),days.STD(weather.Cloud Cover),days.STD(weather.Heat Index),days.STD(weather.Maximum Temperature),days.STD(weather.Minimum Temperature),days.STD(weather.Precipitation),days.STD(weather.Relative Humidity),days.STD(weather.Snow Depth),days.STD(weather.Temperature),days.STD(weather.Wind Chill),days.STD(weather.Wind Direction),days.STD(weather.Wind Gust),days.STD(weather.Wind Speed),days.SUM(weather.Cloud Cover),days.SUM(weather.Heat Index),days.SUM(weather.Maximum Temperature),days.SUM(weather.Minimum Temperature),days.SUM(weather.Precipitation),days.SUM(weather.Relative Humidity),days.SUM(weather.Snow Depth),days.SUM(weather.Temperature),days.SUM(weather.Wind Chill),days.SUM(weather.Wind Direction),days.SUM(weather.Wind Gust),days.SUM(weather.Wind Speed)
27,1,Cola,6.0,2021-07-14,182,19.73,0,,,,cat_172500,,,1,1.8,0,,1.8,,,1,cat_480951,Alkoholfreie Getränke,jonaskrauss,Innen 7,2021,7,14,28,3,summer,False,,False,False,False,6,,,,,,23.17,0,1,,,,7.42,1,7.42,0,187,14.0,1,,,,,,21.155,0.0,1.0,,,,3.986666666666667,1.0,3.986666666666667,0.0,184.5,7.5,1.0,,,,,,19.73,0,1,,,,1.5,1,1.5,0,182,4.0,1,cat_480951,Cola,Speisen,cat_172500,Innen 10,jonaskrauss,1,6,3,1,4,1,,,,,,0.6557121368525365,0,0,,,,0.4486583995816387,0,0.4486583995816387,0,0.0,1.6443086095184987,0,,,,,,1.5496418941161858,0.0,0.0,,,,2.2237505855348676,0.0,2.2237505855348676,0.0,1.8708286933869707,3.4496376621320683,0.0,0.0,0.0,0.0,0.0,0.0,126.93,0,6,0.0,0.0,0.0,23.92,6,23.92,0,1107,45.0,6,1,0.0,,16.5,15.1,0.0687499999999999,88.85833333333333,,15.841666666666669,,201.29166666666663,,11.695833333333333,0.0,,16.5,15.1,0.0687499999999999,88.85833333333333,,15.841666666666669,,201.29166666666663,,11.695833333333333,0.0,,16.5,15.1,0.0687499999999999,88.85833333333333,,15.841666666666669,,201.29166666666663,,11.695833333333333,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,16.5,15.1,0.0687499999999999,88.85833333333333,0.0,15.841666666666669,0.0,201.29166666666663,0.0,11.695833333333333
68,1,Cola Bacardi,4.0,2021-07-14,183,22.98,0,,,,cat_172500,,,1,3.5,0,,3.5,,,1,cat_480951,Alkoholische Getränke,jonaskrauss,Innen 6,2021,7,14,28,3,summer,False,,False,False,False,6,,,,,,23.17,0,1,,,,7.42,1,7.42,0,187,14.0,1,,,,,,21.155,0.0,1.0,,,,3.986666666666667,1.0,3.986666666666667,0.0,184.5,7.5,1.0,,,,,,19.73,0,1,,,,1.5,1,1.5,0,182,4.0,1,cat_480951,Cola,Speisen,cat_172500,Innen 10,jonaskrauss,1,6,3,1,4,1,,,,,,0.6557121368525365,0,0,,,,0.4486583995816387,0,0.4486583995816387,0,0.0,1.6443086095184987,0,,,,,,1.5496418941161858,0.0,0.0,,,,2.2237505855348676,0.0,2.2237505855348676,0.0,1.8708286933869707,3.4496376621320683,0.0,0.0,0.0,0.0,0.0,0.0,126.93,0,6,0.0,0.0,0.0,23.92,6,23.92,0,1107,45.0,6,1,0.0,,16.5,15.1,0.0687499999999999,88.85833333333333,,15.841666666666669,,201.29166666666663,,11.695833333333333,0.0,,16.5,15.1,0.0687499999999999,88.85833333333333,,15.841666666666669,,201.29166666666663,,11.695833333333333,0.0,,16.5,15.1,0.0687499999999999,88.85833333333333,,15.841666666666669,,201.29166666666663,,11.695833333333333,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,16.5,15.1,0.0687499999999999,88.85833333333333,0.0,15.841666666666669,0.0,201.29166666666663,0.0,11.695833333333333
108,1,Schnitzel,6.0,2021-07-14,184,23.17,0,,,,cat_172500,,,1,4.5,0,,4.5,,,1,cat_480951,Speisen,jonaskrauss,Innen 6,2021,7,14,28,3,summer,False,,False,False,False,6,,,,,,23.17,0,1,,,,7.42,1,7.42,0,187,14.0,1,,,,,,21.155,0.0,1.0,,,,3.986666666666667,1.0,3.986666666666667,0.0,184.5,7.5,1.0,,,,,,19.73,0,1,,,,1.5,1,1.5,0,182,4.0,1,cat_480951,Cola,Speisen,cat_172500,Innen 10,jonaskrauss,1,6,3,1,4,1,,,,,,0.6557121368525365,0,0,,,,0.4486583995816387,0,0.4486583995816387,0,0.0,1.6443086095184987,0,,,,,,1.5496418941161858,0.0,0.0,,,,2.2237505855348676,0.0,2.2237505855348676,0.0,1.8708286933869707,3.4496376621320683,0.0,0.0,0.0,0.0,0.0,0.0,126.93,0,6,0.0,0.0,0.0,23.92,6,23.92,0,1107,45.0,6,1,0.0,,16.5,15.1,0.0687499999999999,88.85833333333333,,15.841666666666669,,201.29166666666663,,11.695833333333333,0.0,,16.5,15.1,0.0687499999999999,88.85833333333333,,15.841666666666669,,201.29166666666663,,11.695833333333333,0.0,,16.5,15.1,0.0687499999999999,88.85833333333333,,15.841666666666669,,201.29166666666663,,11.695833333333333,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,16.5,15.1,0.0687499999999999,88.85833333333333,0.0,15.841666666666669,0.0,201.29166666666663,0.0,11.695833333333333
149,1,Soda Zitrone,14.0,2021-07-14,185,20.84,0,,,,cat_172500,,,1,1.5,0,,1.5,,,1,cat_480951,Alkoholfreie Getränke,jonaskrauss,Innen 10,2021,7,14,28,3,summer,False,,False,False,False,6,,,,,,23.17,0,1,,,,7.42,1,7.42,0,187,14.0,1,,,,,,21.155,0.0,1.0,,,,3.986666666666667,1.0,3.986666666666667,0.0,184.5,7.5,1.0,,,,,,19.73,0,1,,,,1.5,1,1.5,0,182,4.0,1,cat_480951,Cola,Speisen,cat_172500,Innen 10,jonaskrauss,1,6,3,1,4,1,,,,,,0.6557121368525365,0,0,,,,0.4486583995816387,0,0.4486583995816387,0,0.0,1.6443086095184987,0,,,,,,1.5496418941161858,0.0,0.0,,,,2.2237505855348676,0.0,2.2237505855348676,0.0,1.8708286933869707,3.4496376621320683,0.0,0.0,0.0,0.0,0.0,0.0,126.93,0,6,0.0,0.0,0.0,23.92,6,23.92,0,1107,45.0,6,1,0.0,,16.5,15.1,0.0687499999999999,88.85833333333333,,15.841666666666669,,201.29166666666663,,11.695833333333333,0.0,,16.5,15.1,0.0687499999999999,88.85833333333333,,15.841666666666669,,201.29166666666663,,11.695833333333333,0.0,,16.5,15.1,0.0687499999999999,88.85833333333333,,15.841666666666669,,201.29166666666663,,11.695833333333333,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,16.5,15.1,0.0687499999999999,88.85833333333333,0.0,15.841666666666669,0.0,201.29166666666663,0.0,11.695833333333333
190,1,Spaghetti,7.0,2021-07-14,186,19.73,0,,,,cat_172500,,,1,5.2,0,,5.2,,,1,cat_480951,Speisen,jonaskrauss,Innen 10,2021,7,14,28,3,summer,False,,False,False,False,6,,,,,,23.17,0,1,,,,7.42,1,7.42,0,187,14.0,1,,,,,,21.155,0.0,1.0,,,,3.986666666666667,1.0,3.986666666666667,0.0,184.5,7.5,1.0,,,,,,19.73,0,1,,,,1.5,1,1.5,0,182,4.0,1,cat_480951,Cola,Speisen,cat_172500,Innen 10,jonaskrauss,1,6,3,1,4,1,,,,,,0.6557121368525365,0,0,,,,0.4486583995816387,0,0.4486583995816387,0,0.0,1.6443086095184987,0,,,,,,1.5496418941161858,0.0,0.0,,,,2.2237505855348676,0.0,2.2237505855348676,0.0,1.8708286933869707,3.4496376621320683,0.0,0.0,0.0,0.0,0.0,0.0,126.93,0,6,0.0,0.0,0.0,23.92,6,23.92,0,1107,45.0,6,1,0.0,,16.5,15.1,0.0687499999999999,88.85833333333333,,15.841666666666669,,201.29166666666663,,11.695833333333333,0.0,,16.5,15.1,0.0687499999999999,88.85833333333333,,15.841666666666669,,201.29166666666663,,11.695833333333333,0.0,,16.5,15.1,0.0687499999999999,88.85833333333333,,15.841666666666669,,201.29166666666663,,11.695833333333333,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,16.5,15.1,0.0687499999999999,88.85833333333333,0.0,15.841666666666669,0.0,201.29166666666663,0.0,11.695833333333333
259,1,Worschtsalat,8.0,2021-07-14,187,20.48,0,,,,cat_172500,,,1,7.42,0,,7.42,,,1,cat_480951,Speisen,jonaskrauss,Innen 5,2021,7,14,28,3,summer,False,,False,False,False,6,,,,,,23.17,0,1,,,,7.42,1,7.42,0,187,14.0,1,,,,,,21.155,0.0,1.0,,,,3.986666666666667,1.0,3.986666666666667,0.0,184.5,7.5,1.0,,,,,,19.73,0,1,,,,1.5,1,1.5,0,182,4.0,1,cat_480951,Cola,Speisen,cat_172500,Innen 10,jonaskrauss,1,6,3,1,4,1,,,,,,0.6557121368525365,0,0,,,,0.4486583995816387,0,0.4486583995816387,0,0.0,1.6443086095184987,0,,,,,,1.5496418941161858,0.0,0.0,,,,2.2237505855348676,0.0,2.2237505855348676,0.0,1.8708286933869707,3.4496376621320683,0.0,0.0,0.0,0.0,0.0,0.0,126.93,0,6,0.0,0.0,0.0,23.92,6,23.92,0,1107,45.0,6,1,0.0,,16.5,15.1,0.0687499999999999,88.85833333333333,,15.841666666666669,,201.29166666666663,,11.695833333333333,0.0,,16.5,15.1,0.0687499999999999,88.85833333333333,,15.841666666666669,,201.29166666666663,,11.695833333333333,0.0,,16.5,15.1,0.0687499999999999,88.85833333333333,,15.841666666666669,,201.29166666666663,,11.695833333333333,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,16.5,15.1,0.0687499999999999,88.85833333333333,0.0,15.841666666666669,0.0,201.29166666666663,0.0,11.695833333333333
28,1,Cola,6.0,2021-07-15,188,19.73,0,,,,cat_172500,,,1,1.8,0,,1.8,,,1,cat_480951,Alkoholfreie Getränke,jonaskrauss,Innen 7,2021,7,15,28,4,summer,False,,False,False,False,7,,,,,,23.17,0,1,,,,7.42,1,7.42,0,194,14.0,1,,,,,,21.25142857142857,0.0,1.0,,,,3.674285714285714,1.0,3.674285714285714,0.0,191.0,6.714285714285714,1.0,,,,,,19.73,0,1,,,,1.5,1,1.5,0,188,2.0,1,cat_480951,Cola,Speisen,cat_172500,Innen 10,jonaskrauss,1,7,3,1,4,1,,,,,,0.3809008751467177,0,0,,,,0.736068859942829,0,0.736068859942829,0,0.0,1.1439170301987498,0,,,,,,1.4374448229576042,0.0,0.0,,,,2.1917942204417606,0.0,2.1917942204417606,0.0,2.160246899469287,3.7733400639347683,0.0,0.0,0.0,0.0,0.0,0.0,148.76,0,7,0.0,0.0,0.0,25.72,7,25.72,0,1337,47.0,7,1,0.0,,23.2,14.6,0.15875,78.44791666666667,,17.870833333333334,,116.83333333333331,,6.7125,0.0,,23.2,14.6,0.15875,78.44791666666667,,17.870833333333334,,116.83333333333331,,6.7125,0.0,,23.2,14.6,0.15875,78.44791666666667,,17.870833333333334,,116.83333333333331,,6.7125,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,23.2,14.6,0.15875,78.44791666666667,0.0,17.870833333333334,0.0,116.83333333333331,0.0,6.7125
69,1,Cola Bacardi,4.0,2021-07-15,189,22.98,0,,,,cat_172500,,,1,3.5,0,,3.5,,,1,cat_480951,Alkoholische Getränke,jonaskrauss,Innen 6,2021,7,15,28,4,summer,False,,False,False,False,7,,,,,,23.17,0,1,,,,7.42,1,7.42,0,194,14.0,1,,,,,,21.25142857142857,0.0,1.0,,,,3.674285714285714,1.0,3.674285714285714,0.0,191.0,6.714285714285714,1.0,,,,,,19.73,0,1,,,,1.5,1,1.5,0,188,2.0,1,cat_480951,Cola,Speisen,cat_172500,Innen 10,jonaskrauss,1,7,3,1,4,1,,,,,,0.3809008751467177,0,0,,,,0.736068859942829,0,0.736068859942829,0,0.0,1.1439170301987498,0,,,,,,1.4374448229576042,0.0,0.0,,,,2.1917942204417606,0.0,2.1917942204417606,0.0,2.160246899469287,3.7733400639347683,0.0,0.0,0.0,0.0,0.0,0.0,148.76,0,7,0.0,0.0,0.0,25.72,7,25.72,0,1337,47.0,7,1,0.0,,23.2,14.6,0.15875,78.44791666666667,,17.870833333333334,,116.83333333333331,,6.7125,0.0,,23.2,14.6,0.15875,78.44791666666667,,17.870833333333334,,116.83333333333331,,6.7125,0.0,,23.2,14.6,0.15875,78.44791666666667,,17.870833333333334,,116.83333333333331,,6.7125,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,23.2,14.6,0.15875,78.44791666666667,0.0,17.870833333333334,0.0,116.83333333333331,0.0,6.7125
109,1,Schnitzel,6.0,2021-07-15,190,23.17,0,,,,cat_172500,,,1,4.5,0,,4.5,,,1,cat_480951,Speisen,jonaskrauss,Innen 6,2021,7,15,28,4,summer,False,,False,False,False,7,,,,,,23.17,0,1,,,,7.42,1,7.42,0,194,14.0,1,,,,,,21.25142857142857,0.0,1.0,,,,3.674285714285714,1.0,3.674285714285714,0.0,191.0,6.714285714285714,1.0,,,,,,19.73,0,1,,,,1.5,1,1.5,0,188,2.0,1,cat_480951,Cola,Speisen,cat_172500,Innen 10,jonaskrauss,1,7,3,1,4,1,,,,,,0.3809008751467177,0,0,,,,0.736068859942829,0,0.736068859942829,0,0.0,1.1439170301987498,0,,,,,,1.4374448229576042,0.0,0.0,,,,2.1917942204417606,0.0,2.1917942204417606,0.0,2.160246899469287,3.7733400639347683,0.0,0.0,0.0,0.0,0.0,0.0,148.76,0,7,0.0,0.0,0.0,25.72,7,25.72,0,1337,47.0,7,1,0.0,,23.2,14.6,0.15875,78.44791666666667,,17.870833333333334,,116.83333333333331,,6.7125,0.0,,23.2,14.6,0.15875,78.44791666666667,,17.870833333333334,,116.83333333333331,,6.7125,0.0,,23.2,14.6,0.15875,78.44791666666667,,17.870833333333334,,116.83333333333331,,6.7125,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,23.2,14.6,0.15875,78.44791666666667,0.0,17.870833333333334,0.0,116.83333333333331,0.0,6.7125
150,1,Soda Zitrone,14.0,2021-07-15,191,20.84,0,,,,cat_172500,,,1,1.5,0,,1.5,,,1,cat_480951,Alkoholfreie Getränke,jonaskrauss,Innen 10,2021,7,15,28,4,summer,False,,False,False,False,7,,,,,,23.17,0,1,,,,7.42,1,7.42,0,194,14.0,1,,,,,,21.25142857142857,0.0,1.0,,,,3.674285714285714,1.0,3.674285714285714,0.0,191.0,6.714285714285714,1.0,,,,,,19.73,0,1,,,,1.5,1,1.5,0,188,2.0,1,cat_480951,Cola,Speisen,cat_172500,Innen 10,jonaskrauss,1,7,3,1,4,1,,,,,,0.3809008751467177,0,0,,,,0.736068859942829,0,0.736068859942829,0,0.0,1.1439170301987498,0,,,,,,1.4374448229576042,0.0,0.0,,,,2.1917942204417606,0.0,2.1917942204417606,0.0,2.160246899469287,3.7733400639347683,0.0,0.0,0.0,0.0,0.0,0.0,148.76,0,7,0.0,0.0,0.0,25.72,7,25.72,0,1337,47.0,7,1,0.0,,23.2,14.6,0.15875,78.44791666666667,,17.870833333333334,,116.83333333333331,,6.7125,0.0,,23.2,14.6,0.15875,78.44791666666667,,17.870833333333334,,116.83333333333331,,6.7125,0.0,,23.2,14.6,0.15875,78.44791666666667,,17.870833333333334,,116.83333333333331,,6.7125,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,23.2,14.6,0.15875,78.44791666666667,0.0,17.870833333333334,0.0,116.83333333333331,0.0,6.7125
191,1,Spaghetti,7.0,2021-07-15,192,19.73,0,,,,cat_172500,,,1,5.2,0,,5.2,,,1,cat_480951,Speisen,jonaskrauss,Innen 10,2021,7,15,28,4,summer,False,,False,False,False,7,,,,,,23.17,0,1,,,,7.42,1,7.42,0,194,14.0,1,,,,,,21.25142857142857,0.0,1.0,,,,3.674285714285714,1.0,3.674285714285714,0.0,191.0,6.714285714285714,1.0,,,,,,19.73,0,1,,,,1.5,1,1.5,0,188,2.0,1,cat_480951,Cola,Speisen,cat_172500,Innen 10,jonaskrauss,1,7,3,1,4,1,,,,,,0.3809008751467177,0,0,,,,0.736068859942829,0,0.736068859942829,0,0.0,1.1439170301987498,0,,,,,,1.4374448229576042,0.0,0.0,,,,2.1917942204417606,0.0,2.1917942204417606,0.0,2.160246899469287,3.7733400639347683,0.0,0.0,0.0,0.0,0.0,0.0,148.76,0,7,0.0,0.0,0.0,25.72,7,25.72,0,1337,47.0,7,1,0.0,,23.2,14.6,0.15875,78.44791666666667,,17.870833333333334,,116.83333333333331,,6.7125,0.0,,23.2,14.6,0.15875,78.44791666666667,,17.870833333333334,,116.83333333333331,,6.7125,0.0,,23.2,14.6,0.15875,78.44791666666667,,17.870833333333334,,116.83333333333331,,6.7125,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,23.2,14.6,0.15875,78.44791666666667,0.0,17.870833333333334,0.0,116.83333333333331,0.0,6.7125
223,1,"Spritzer 0,25l",2.0,2021-07-15,193,21.83,0,,,,cat_172500,,,1,1.8,0,,1.8,,,1,cat_480951,Alkoholische Getränke,jonaskrauss,Innen 7,2021,7,15,28,4,summer,False,,False,False,False,7,,,,,,23.17,0,1,,,,7.42,1,7.42,0,194,14.0,1,,,,,,21.25142857142857,0.0,1.0,,,,3.674285714285714,1.0,3.674285714285714,0.0,191.0,6.714285714285714,1.0,,,,,,19.73,0,1,,,,1.5,1,1.5,0,188,2.0,1,cat_480951,Cola,Speisen,cat_172500,Innen 10,jonaskrauss,1,7,3,1,4,1,,,,,,0.3809008751467177,0,0,,,,0.736068859942829,0,0.736068859942829,0,0.0,1.1439170301987498,0,,,,,,1.4374448229576042,0.0,0.0,,,,2.1917942204417606,0.0,2.1917942204417606,0.0,2.160246899469287,3.7733400639347683,0.0,0.0,0.0,0.0,0.0,0.0,148.76,0,7,0.0,0.0,0.0,25.72,7,25.72,0,1337,47.0,7,1,0.0,,23.2,14.6,0.15875,78.44791666666667,,17.870833333333334,,116.83333333333331,,6.7125,0.0,,23.2,14.6,0.15875,78.44791666666667,,17.870833333333334,,116.83333333333331,,6.7125,0.0,,23.2,14.6,0.15875,78.44791666666667,,17.870833333333334,,116.83333333333331,,6.7125,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,23.2,14.6,0.15875,78.44791666666667,0.0,17.870833333333334,0.0,116.83333333333331,0.0,6.7125
260,1,Worschtsalat,8.0,2021-07-15,194,20.48,0,,,,cat_172500,,,1,7.42,0,,7.42,,,1,cat_480951,Speisen,jonaskrauss,Innen 5,2021,7,15,28,4,summer,False,,False,False,False,7,,,,,,23.17,0,1,,,,7.42,1,7.42,0,194,14.0,1,,,,,,21.25142857142857,0.0,1.0,,,,3.674285714285714,1.0,3.674285714285714,0.0,191.0,6.714285714285714,1.0,,,,,,19.73,0,1,,,,1.5,1,1.5,0,188,2.0,1,cat_480951,Cola,Speisen,cat_172500,Innen 10,jonaskrauss,1,7,3,1,4,1,,,,,,0.3809008751467177,0,0,,,,0.736068859942829,0,0.736068859942829,0,0.0,1.1439170301987498,0,,,,,,1.4374448229576042,0.0,0.0,,,,2.1917942204417606,0.0,2.1917942204417606,0.0,2.160246899469287,3.7733400639347683,0.0,0.0,0.0,0.0,0.0,0.0,148.76,0,7,0.0,0.0,0.0,25.72,7,25.72,0,1337,47.0,7,1,0.0,,23.2,14.6,0.15875,78.44791666666667,,17.870833333333334,,116.83333333333331,,6.7125,0.0,,23.2,14.6,0.15875,78.44791666666667,,17.870833333333334,,116.83333333333331,,6.7125,0.0,,23.2,14.6,0.15875,78.44791666666667,,17.870833333333334,,116.83333333333331,,6.7125,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,23.2,14.6,0.15875,78.44791666666667,0.0,17.870833333333334,0.0,116.83333333333331,0.0,6.7125
29,1,Cola,6.0,2021-07-16,195,19.73,0,,,,cat_172500,,,1,1.8,0,,1.8,,,1,cat_480951,Alkoholfreie Getränke,jonaskrauss,Innen 7,2021,7,16,28,5,summer,False,,False,False,False,7,,,,,,23.17,0,1,,,,7.42,1,7.42,0,201,14.0,1,,,,,,21.25142857142857,0.0,1.0,,,,3.674285714285714,1.0,3.674285714285714,0.0,198.0,6.714285714285714,1.0,,,,,,19.73,0,1,,,,1.5,1,1.5,0,195,2.0,1,cat_480951,Cola,Speisen,cat_172500,Innen 10,jonaskrauss,1,7,3,1,4,1,,,,,,0.3809008751467177,0,0,,,,0.736068859942829,0,0.736068859942829,0,0.0,1.1439170301987498,0,,,,,,1.4374448229576042,0.0,0.0,,,,2.1917942204417606,0.0,2.1917942204417606,0.0,2.160246899469287,3.7733400639347683,0.0,0.0,0.0,0.0,0.0,0.0,148.76,0,7,0.0,0.0,0.0,25.72,7,25.72,0,1386,47.0,7,1,0.0999999999999999,,22.9,15.4,0.2525,79.49875,,18.679166666666667,,222.66666666666663,,9.475,0.0999999999999999,,22.9,15.4,0.2525,79.49875,,18.679166666666667,,222.66666666666663,,9.475,0.0999999999999999,,22.9,15.4,0.2525,79.49875,,18.679166666666667,,222.66666666666663,,9.475,,,,,,,,,,,,,,,,,,,,,,,,,0.0999999999999999,0.0,22.9,15.4,0.2525,79.49875,0.0,18.679166666666667,0.0,222.66666666666663,0.0,9.475
